species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,40.57,19.2,189.46,3014.82,
,,33.15,13.37,221.96,3538.47,
,,34.58,20.31,176.6,4509.23,
,,36.94,19.8,199.61,5895.46,
,,34.05,13.9,176.62,4259.15,
,,49.07,20.45,209.49,5359.69,
,,57.54,18.91,230.76,4131.04,
,,58.24,17.34,179.75,3521.66,
,,59.22,15.78,211.03,5242.89,
,,48.49,18,219.68,4429.62,
,,49.5,16.23,226.57,6055.91,
,,46.28,16.66,174.17,6030.05,
,,59.05,18.05,177.27,5291.05,
,,45.1,13.56,176.74,5127.14,
,,32.5,19.36,191.72,5995.26,
,,57.71,19.54,226.69,3765.13,
,,48.81,15.84,175.98,3167.18,
,,43.55,20.85,181.69,3506.42,
,,58.86,15.61,184.16,5792.38,
,,59.07,15.33,194.36,4348.13,
,,38.64,16.57,178.92,5400.3,
,,51.18,14.75,188.99,3123.3,
,,48.05,14.57,187.51,3537.35,
,,41.43,15.98,210.36,2783.3,
,,46.17,14.66,197.45,5683,
,,41.08,13.59,192.68,5775.53,
,,55.6,17.88,177.72,5797.94,
,,55.77,13.93,218.34,2934.41,
,,43.7,19.09,199.02,5382.13,
,,41.56,14.66,221.74,4808.55,
,,54.81,18.51,195.02,5266.44,
,,54.28,17.95,209.05,4795.46,
,,41.58,17.74,202.38,4615.66,
,,38.35,17.69,173.81,5911.5,
,,37.11,21.15,229.55,6233.32,
,,32.15,17.73,221.47,2837.59,
,,47.99,17.92,207.47,5834.46,
,,50.85,21.12,192.92,3094.71,
,,58.41,15.97,204.71,6227.38,
,,43.88,14.24,207.66,4254.62,
,,53.07,15.56,186.35,5010.92,
,,36.25,16.12,192.78,3988.16,
,,34.37,14.39,196.12,5300.66,
,,39.26,17.03,191.59,5439.09,
,,35.15,19.84,203,3871.27,
,,41.47,16.75,177.8,6169.48,
,,32.96,21.15,203.06,4300.04,
,,49.14,17.81,194.19,5325.29,
,,43.52,18.96,192.23,5807.5,
,,45.95,20.05,189.49,4613.3,
,,44.5,20.65,202.59,4467.63,
,,51.64,14.58,207.7,3382.47,
,,44.47,16.16,209.72,4605.12,
,,38.85,13.28,220.62,2982.4,
,,58.23,16.28,212.66,5127.53,
,,55.63,16.71,182.5,4074.75,
,,50.87,13.84,182.08,3085.97,
,,47.39,13.84,215.31,4312.67,
,,35.5,20.34,184.76,4244.59,
,,47.94,20.84,207.43,6161.84,
,,51.33,16.3,210.56,5942.53,
,,47.68,21.45,205.52,5028.57,
,,34.36,13.66,172.86,5999.22,
,,48.21,16.1,195.4,3100.7,
,,53.2,16.33,192.76,5130.94,
,,55,16.07,216.61,3252.17,
,,39.57,18.46,204.84,5752.74,
,,55.44,15.15,187.97,4409.75,
,,44.23,13.54,191,5248.78,
,,47.25,17.68,230.33,3040.94,
,,53.58,20.69,208.12,4274.44,
,,32.49,14.72,200.73,3391.09,
,,53.89,13.33,198.31,2818.77,
,,54.35,16.65,173.07,5546.36,
,,41.01,17.48,196.35,3342.69,
,,49.24,13.4,198.36,3656.55,
,,46.52,15.25,209.31,3921.76,
,,42.98,14.56,222.59,5849.39,
,,35.8,16.52,218.76,3478.73,
,,35.12,18.25,222.8,4458.58,
,,37.15,14.24,208.61,5151.21,
,,58.58,19.09,229.11,5881.66,
,,53.96,15.98,227.25,3041.84,
,,55.8,18.16,220.2,5440.28,
,,55.21,18.15,177.52,2733.56,
,,45.37,15.79,223.41,5697.84,
,,50.55,14.42,212.53,4227.26,
,,36.83,19.64,178.87,6184.39,
,,50.67,18.01,200.17,5886.46,
,,50.7,16.11,221.24,6115.44,
,,46.16,19.6,201.95,3383.94,
,,51.86,20.64,193.09,4288.6,
,,56.56,20.44,176.89,4400.75,
,,41.15,19.56,190.56,5405.6,
,,54.93,21.12,201.9,3840.24,
,,32.25,14.37,220.43,6273.17,
,,56.25,20.05,212.18,6225.04,
,,36.38,20.91,197.82,3531.42,
,,45.57,17.14,188.94,6289.79,
,,45.66,15.39,184.28,5952.91,
,,59,16.47,224.28,4693.28,
,,57.79,16.02,211.77,2975.16,
,,53.33,17.06,213.01,2833.59,
,,39.33,14.23,216.77,3025.31,
,,34.98,13.81,186.75,3436.25,
,,52.25,14.22,213.15,4075.41,
,,36.49,15.07,192.57,4124.19,
,,59.08,20.01,220.17,5493.2,
,,51.94,13.63,191.65,5165.79,
,,40.75,16.92,178.41,5640.85,
,,34.43,13.69,190.28,4421.37,
,,48.26,18.96,191.61,4108.21,
,,33.92,17.49,216.43,5851.25,
,,33.89,21.29,213.01,4230.77,
,,51.08,17.55,193.58,5472.6,
,,37.48,20.97,202.2,5749.51,
,,48.48,14.33,213.62,5670.17,
,,54.17,18.81,213.71,4472.45,
,,46.01,13.8,226.62,2785.27,
,,56.24,18.65,185.51,4450,
,,56.19,17.91,215.25,6057.91,
,,52.13,16.05,208.28,3264.33,
,,55.84,15.59,209.72,3564.14,
,,44.16,21.17,214.95,6143.48,
,,43.53,16.69,226.56,4535.36,
,,35.2,20.46,177.08,6014.95,
,,35.72,15.17,185.2,4015.02,
,,42.61,19.52,223.91,4493.84,
,,37.56,16.07,223.19,4359,
,,33.98,14.05,195.33,3589.14,
,,32.73,17.22,185.66,5819.54,
,,45.38,15.77,216.68,4020.63,
,,32.53,18.67,187.96,3284.72,
,,45.07,17.11,191.99,2718.45,
,,58.84,21.32,217.51,2858.48,
,,45.16,18.75,192.8,4092.65,
,,41.1,18.57,204.32,3100.21,
,,54.67,15.63,209.13,4557.73,
,,32.28,20.97,226.86,3200.32,
,,57.89,17.59,196.31,2950.1,
,,55.35,17.1,191.11,3930.72,
,,56.25,20.33,188.02,3334.09,
,,37.98,18.84,185.22,2792.91,
,,54.28,17.69,225.22,4370.94,
,,54.65,18.14,181.4,2870.69,
,,32.69,20.06,173.44,6066.43,
,,35.86,15.99,177.82,4032.85,
,,41.08,18.96,222.78,4944.01,
,,49.45,17.62,188.71,5056.57,
,,54.3,19.92,177.08,3083.32,
,,44.15,14.33,174.64,3178.46,
,,51.15,18.9,175.63,4102.89,
,,50.81,21.01,201.56,5057.55,
,,59.38,16.45,186.67,3610.56,
,,34.2,16.81,183.66,4787.09,
,,32.4,17.97,199.03,4138.83,
,,53.4,14.95,186.75,5148.99,
,,37.96,13.65,177.05,5601.26,
,,48.63,14.74,215.22,4441.24,
,,52.36,20.92,173.9,5026.5,
,,51.75,17.17,210.31,3343.63,
,,57.62,17.06,176.2,4403.75,
,,47.69,14.8,203.94,5641.58,
,,55.67,16.08,173.22,2842.16,
,,45.82,17.19,189.85,4764.41,
,,54.62,15.83,180.91,3599.52,
,,50.24,17.02,197.5,6161.78,
,,48.92,17.56,205.96,3346.66,
,,58.83,19.88,196.05,4238.35,
,,41.75,16.81,187.66,3758.63,
,,52.3,18.7,182.21,4123.24,
,,34.78,17.46,193.99,5859.04,
,,54.73,20.68,226.42,5952.54,
,,32.22,18.4,211.9,3854.01,
,,35.42,19.67,227.31,6055.98,
,,57.74,16.44,176.14,3254.75,
,,46.34,15.03,212.12,4492.01,
,,50.03,15.25,174.88,4108.25,
,,32.41,20.67,217.4,2713.1,
,,40.63,13.34,180.71,4649.2,
,,57.14,19.31,220.3,3205.05,
,,49.53,19.33,221.29,5297.84,
,,51.55,20.86,223.57,3072.14,
,,56.15,16.19,216.17,5307.4,
,,50.16,21.22,198.51,5216.6,
,,37.89,20.7,222.8,5731.6,
,,58.54,15.04,223.57,5160.28,
,,55.6,20.13,176.55,6244,
,,54.16,20.44,210.67,3234.93,
,,42.11,15.8,189.32,4002.66,
,,48.4,14.13,173.73,3921.31,
,,51.85,16.08,223.48,3937.29,
,,43.47,18.05,180.29,6250.73,
,,34.58,17.51,215.63,4073.3,
,,58.77,21.49,189.16,5847.17,
,,54.43,16.02,227.57,3131.79,
,,45.37,20.29,198.66,4960.15,
,,42.61,16.79,185.28,2916.24,
,,55.15,18.95,174.04,4116.65,
,,34.59,16.5,226.33,4784.23,
,,58.68,20,175.52,4656.91,
,,48.56,14.67,217.74,5929.36,
,,43.1,19.84,176.09,5963.46,
,,50.47,20.81,192.89,5798.95,
,,37.63,14.37,173.12,3485.64,
,,38.9,14.2,209.89,5883.29,
,,50.61,21.08,197.99,3767.81,
,,52.74,21.34,199.84,4156.93,
,,46.43,16.26,194.89,2922.49,
,,40.08,15.63,214.38,4032.96,
,,58.35,14.8,223.04,3096.43,
,,42.6,14.73,223.76,5932.94,
,,43.99,15.39,196,4851.84,
,,54.02,17.45,209.76,4923.66,
,,56.3,17.33,172.33,2807.25,
,,38.54,19.94,175.2,3006,
,,43.65,16.15,182.5,5036.04,
,,45.16,16.88,210.85,5842.58,
,,36.43,19.43,226.39,3576.17,
,,55.73,19.32,185.65,3705.67,
,,33.38,17.31,221.33,3451.73,
,,40.94,19.76,173.97,3979.33,
,,32.36,19.97,217.15,5686.05,
,,43.37,17.46,202.02,5651.11,
,,56.71,13.34,184.25,4708.02,
,,33.82,14.36,176.39,5437.3,
,,55.97,13.48,217.45,5658.65,
,,46.36,13.29,208.8,3599.29,
,,50.75,20.34,229.94,3961.51,
,,34.83,16.26,205.95,4819.76,
,,33.86,17.2,193.06,3072.8,
,,41.35,16.07,205.45,4194.21,
,,44.69,18.48,215.54,2930.46,
,,41.13,14.51,226.53,5990.45,
,,48.69,18.8,230.31,3725.37,
,,51.8,13.87,175.07,4200.85,
,,45.33,21.06,208.49,5956.51,
,,49.3,19.05,229.1,3691.08,
,,56.82,19.01,223.62,5988.51,
,,43.49,19.95,207.52,4724.22,
,,54.26,13.38,220.3,2909.13,
,,55.28,19.89,207.48,6032.8,
,,50.5,13.17,215.2,2965.92,
,,50.98,17.47,179.23,5874.77,
,,43.61,17.66,228.87,3016.45,
,,47.21,19.06,192.6,2802.35,
,,55.32,14.12,176.94,5850.93,
,,32.99,16.49,188.66,3750.8,
,,41.66,13.36,228.06,4125.87,
,,33.27,17.06,210.33,3367,
,,39.99,13.43,223.77,3796.12,
,,34.95,20.79,173.92,5544.25,
,,35.5,18.6,226.05,3895.43,
,,46.6,20.24,227.45,5437.23,
,,54.29,13.54,211.16,5923.46,
,,56.47,13.86,219.23,3849.79,
,,42.21,16.11,202.82,4433.66,
,,41.68,15,183.26,3755.32,
,,36.31,13.56,198.53,3781.49,
,,46.34,15.57,216.14,3609.36,
,,52.4,18.78,181.42,6231.02,
,,47.76,13.54,182.25,6112.41,
,,36.54,16.82,223.04,6295.06,
,,34.5,19.65,187.5,5914.34,
,,57.5,17.32,175.7,4134.11,
,,45.23,13.91,208.2,5386.11,
,,35.38,17.31,186.79,3422.83,
,,40.11,17.65,202.99,5129.74,
,,43.91,13.47,172.67,5272.07,
,,35.68,20.82,187.2,2856.94,
,,34.24,17.77,175.15,3870.13,
,,56.62,20.36,208.92,5702.61,
,,34.25,14.93,183.78,5256.3,
,,58.99,17.55,184.07,4696.37,
,,33.49,15.56,210.1,4069.49,
,,37.42,17.05,201.59,6285.21,
,,52.53,19.33,226.67,2722.73,
,,52.61,17.41,193.39,5656.18,
,,51.09,17.92,180.13,3005.56,
,,47.44,18.34,221.93,5594.66,
,,37.7,19.88,177.28,3948.72,
,,44.53,18.98,212.82,4695.23,
,,58.33,20.42,175.79,6243.22,
,,42.28,19.67,226.09,3217.02,
,,50.38,19.23,181.6,2989.2,
,,47.84,15.59,209.54,5679.26,
,,38.04,19.84,217.03,3070.53,
,,46.29,17.27,185.46,2899.86,
,,35.21,17.88,229.95,5911.78,
,,52.72,20.17,194.55,5949.88,
,,53.1,15.03,185.11,4212.52,
,,46.83,13.23,186.77,3501.23,
,,43.1,17.95,194.59,5579.66,
,,55.67,17.17,202.49,3663.29,
,,56.43,17.13,182.48,5921.27,
,,39.61,21.38,191.33,5029.33,
,,49.31,18.66,220.89,2893.34,
,,34.68,19.87,211.6,5295.25,
,,34.44,13.3,214.78,2768.24,
,,50.74,21.01,188.24,6010.91,
,,42.19,15.62,191.52,6095.51,
,,33.11,16.77,218.93,4065.55,
,,49.61,19.63,221.34,4501.05,
,,47.72,17.11,191.53,3277.87,
,,51.3,13.29,196.29,4162.32,
,,50.57,18.06,219.33,4648.24,
,,56.06,16.84,227.16,4834.27,
,,47.75,21.01,181.83,5725.16,
,,59.24,18.88,180.35,2711.04,
,,50.75,16.15,188.69,3383.4,
,,55.86,13.28,227.39,3895.26,
,,36.73,20.39,183.6,5527.58,
,,52.31,18.08,186.81,5111.42,
,,56.35,18.74,207.66,3277.91,
,,55.13,16.13,224.34,4767.17,
,,33.77,15.45,224.27,5059.04,
,,44.39,18.27,186.36,3249.72,
,,44.32,17.91,203.24,4854.37,
,,58.53,20.91,202.08,4490.09,
,,55.73,17.94,230.64,6280.18,
,,35.51,20.15,179.01,5487.37,
,,32.47,19.54,198.92,4421.11,
,,33.14,19.19,186.99,5777.91,
,,43.63,19.72,210.74,6198.84,
,,38.63,19.08,177.56,4700.99,
,,58.37,14.84,181.96,3390.4,
,,46.71,16.68,183.61,4186.72,
,,49.79,13.77,225.93,4142.43,
,,42.29,16.61,220.44,6006.11,
,,34.4,14.86,206.2,4648,
,,55.41,15.13,175.32,6220.4,
,,34.91,14.88,177.82,3449.18,
,,52.87,18.94,229.38,4782.4,
,,49.52,16.84,198.56,4100.53,
,,45.21,14.71,200.29,4348.56,
,,56.99,20.21,222.12,3051.73,
,,50.53,16.81,209.3,6236.7,
,,49.5,16.14,217.07,4298.47,
,,33.07,15.88,214.9,4505.23,
,,56.72,20.5,172.68,5843.32,
,,44.71,20.52,176.17,5671.41,
,,54.03,20.04,216.31,5874.93,
,,41.26,16.87,229.39,2882.73,
,,57.67,17.53,185.42,5119.32,
,,40.2,18.12,221.05,4777.04,
,,52.06,18.39,204.85,2969.11,
,,32.44,19.44,203.25,2993.45,
,,51.13,20.91,194.93,3910.93,
,,40.29,19.09,221.18,4783.55,
,,48.61,17.57,210.04,4235.32,
,,51.38,16.3,225.68,3686.24,
,,44.43,15.21,211.83,6266.73,
,,50.87,19.83,190.19,2815.8,
,,42.79,20.67,203.78,6183.16,
,,43.42,18.51,221.34,4980.15,
,,58.14,15.29,181.39,6089.56,
,,58.62,19.57,211.17,4579.87,
,,42.46,14.98,181.21,5970.16,
,,42.8,13.72,199.49,6241.36,
,,37.25,14.88,217.73,5455.1,
,,35.5,14.96,184.7,2710.79,
,,45.21,16.27,206.48,4336.5,
,,47.53,17.3,199.16,3267.85,
,,57.55,19.08,226.04,4529.62,
,,56.39,17.12,222.73,5450.85,
,,34.55,13.3,200.09,5780.66,
,,47.71,13.13,203.72,4075.61,
,,52.64,18.82,199.95,4685.45,
,,50.47,14.78,227.06,3246.67,
,,55.45,18.03,214.93,5039.44,
,,56.19,14.21,193.43,4054.32,
,,34.46,18.62,217.58,5097.55,
,,34.26,19.92,210.73,4010.4,
,,36.5,16.86,194.98,4440.14,
,,55.85,18.91,197.89,3044.39,
,,58.07,14.46,196.1,4151.55,
,,55.35,21.48,206.19,5464.97,
,,35.13,20.27,174.25,4882.66,
,,49.04,16.83,224,4147.76,
,,49.48,15.68,196.56,4186.77,
,,53.83,14.31,215.08,5973.68,
,,32.37,19.01,201.02,2794.63,
,,46.91,14.59,208.17,3716.9,
,,34.67,14.98,184.72,3187.1,
,,51.54,13.29,219.17,5519.71,
,,40.45,19.49,223.1,5143.49,
,,52.22,21.07,226.94,5150.27,
,,32.27,13.28,197.33,3972.35,
,,48.03,14.58,213.23,5396.28,
,,55.92,18.12,195.82,6200.02,
,,58.23,14.42,228.08,5016.1,
,,40.84,21.41,191.74,5774.3,
,,48.87,13.73,188.1,4255.3,
,,54.7,13.58,230.34,3493.46,
,,43.99,20.33,183.45,5984.12,
,,49.07,14.88,198.18,2967.95,
,,34.36,18.9,215.35,3677.03,
,,51.28,14.83,203.76,5388.7,
,,43.39,19.12,180.26,4806.16,
,,41.52,17.5,204.74,3895.88,
,,55.75,19.41,182.76,4066.4,
,,51.58,16.16,226.09,5019.37,
,,37.03,19.75,221.62,5883.57,
,,54.68,18.54,204.67,5423.21,
,,56.65,14.93,196.84,5145.47,
,,39.04,18.96,198.36,4585.23,
,,46.35,16.59,228.78,4453.57,
,,34.71,14.42,176.99,5398.12,
,,47.28,15.75,206.77,6222.35,
,,47.77,14.11,187.54,4896.79,
,,49.01,20.35,224.06,3173.42,
,,54.04,15.07,196.96,4663.81,
,,54.67,14.7,230.25,3829.65,
,,51.59,14.29,195.64,5885.97,
,,52.31,13.36,223.4,5681.68,
,,50.53,19.72,196.85,3216.76,
,,43.28,21.25,193.76,6234.84,
,,42.59,16.59,201.43,4370.98,
,,49.8,14.71,218.66,3625.09,
,,45.99,15.05,189.42,4028.69,
,,38.35,17.59,184.11,5009.76,
,,34.42,20.8,192.21,3651.68,
,,39.92,17.7,207.03,4425.97,
,,32.82,14.81,227.26,3574.74,
,,44.94,20.27,185.08,4363.25,
,,46.27,16.91,179.84,3167.97,
,,32.16,15.68,190.45,5578.73,
,,35.89,18.17,201.2,2882.99,
,,37.99,13.76,214.43,3451.6,
,,37.45,19.68,229.15,3027.14,
,,32.38,18.39,188.08,3830.86,
,,39.52,15.81,216.32,4978.36,
,,34.89,16.47,230.76,4176.66,
,,39,18.79,210.65,4091.53,
,,52.92,14.47,174.07,5436.62,
,,33.1,18.91,183.68,4676.97,
,,51.44,16.48,192.65,4903.73,
,,36.89,19.82,210.27,4568.89,
,,39.31,18.91,203.67,5449.43,
,,56.41,20.74,223.2,5842.18,
,,40.9,15.89,182.65,5149.07,
,,36.16,13.21,193.5,4460.13,
,,42.27,13.71,227.51,5672.21,
,,37.93,17.09,211.36,3432.66,
,,32.13,17.85,176.16,2973.94,
,,54.61,14.96,210.11,6292.19,
,,59.55,17.26,189.51,5720.41,
,,36.35,18.91,226.83,5794.75,
,,53.96,16.54,196.71,5475.79,
,,41.58,13.79,175.83,4623.66,
,,36.21,14.6,188.73,5490.87,
,,40.29,14.46,213.87,4154.99,
,,57.57,13.28,220.26,2852.23,
,,33.27,17.39,187.74,5751.23,
,,51.33,19.38,229.85,2745.99,
,,55.66,15.16,189.38,3786.84,
,,39.99,16.82,230.87,5576.92,
,,36.33,17.1,226.21,5000.88,
,,33.3,16.49,177.99,2884.3,
,,34.19,14.09,192.51,3523.77,
,,39.79,13.48,175.04,2839.9,
,,36.63,16.9,189.88,5172.67,
,,58.09,13.18,207.15,3014.51,
,,43.03,20.68,178.44,4128.8,
,,35.12,20.14,173.97,4995.89,
,,40.59,15.31,191.5,4384.58,
,,41.61,14.32,217.52,3338.28,
,,59.18,14.3,185.41,5905.52,
,,53.61,14.82,190.14,2974.17,
,,43.51,18.08,191.53,3759.46,
,,33.26,20.49,173.4,3155.03,
,,36.71,18.16,174.35,3559.24,
,,59.1,21.45,199.54,4491.59,
,,34.98,20.47,208.03,6109,
,,55.16,20.68,211.87,6187.73,
,,37.02,16.86,217.31,5214.3,
,,33.06,18.07,211.06,2896.97,
,,55.2,17.33,195.9,5359.42,
,,43.4,16.56,223.84,3669.51,
,,40.65,13.95,206.33,6088.45,
,,43.81,16.06,176.8,3686.85,
,,52.85,19.32,194.13,4881.07,
,,53.22,19.64,220.75,4810.43,
,,53.19,14.23,182.29,5174.92,
,,57.8,18.85,229.01,6018.55,
,,50.04,15.49,214.07,3036.13,
,,46.52,18.9,220.63,3142.52,
,,48.07,19.89,181.13,5349.11,
,,52.04,19.43,193.01,5992.67,
,,46.31,19.76,224.82,4829.53,
,,58.64,19.81,225.34,4044.72,
,,57.68,13.3,199.72,4337.25,
,,59.58,21.24,198.97,4400.9,
,,45.72,15.79,210.73,6181.92,
,,48.75,14.21,222.52,4484.25,
,,46.24,16.66,175.59,3482.59,
,,32.41,19.37,182.99,5881.98,
,,58.6,20.36,228.13,2961.76,
,,55.55,15.98,183.94,3015.78,
,,55.48,15.26,229.02,5373.88,
,,44.72,20.59,228.88,5816.53,
,,57.82,20.36,180.91,5737.99,
,,58.44,19.65,228.43,4043.43,
,,48.33,15.56,195.84,3225.64,
,,50.14,18.95,215.99,5572.04,
,,55.47,16.49,228.76,5757.54,
,,54.45,15.39,180.72,3460.24,
,,35.74,18.15,209.76,6003.71,
,,35.25,14.79,222.42,3755.64,
,,47.65,14.35,213.4,5861.85,
,,54.3,16.17,209.41,5123.69,
,,56.17,18.94,202.36,4513.46,
,,43.24,16.96,185.34,3694.11,
,,53.65,13.15,229.34,4190.09,
,,46.44,15.37,198.11,3019.39,
,,55.12,14.18,199.5,5770.87,
,,46.17,19.53,187.99,5237.36,
,,44.36,15.37,177.46,4717.57,
,,51.33,15,198.99,3188.2,
,,53.33,14.66,226.08,3464.41,
,,43.42,20.68,197.62,4658.36,
,,39.87,18.98,229.86,6088.88,
,,43,17.89,180.07,3761.12,
,,57.71,13.53,214.88,5840.82,
,,50.78,17.65,207.76,2894.3,
,,37.55,15.3,193.11,5056.9,
,,58.92,18.61,183.58,3774.18,
,,49.63,18.74,184.94,5311.7,
,,42.6,19.94,181.12,4623.93,
,,32.93,19.39,194.29,4619,
,,41.14,16.53,198.68,5365,
,,40.38,15.67,216.45,4286.48,
,,47.56,15.48,215.75,5252.11,
,,47.88,15,230.6,3711.42,
,,43.01,19.38,221.5,4631.58,
,,48.96,18.32,174.1,4813.04,
,,49.13,17.91,213.17,3592.15,
,,40.99,21.31,182.66,4350.94,
,,32.36,16.7,217.53,4528.64,
,,49.06,21.07,184.17,5533.48,
,,48.44,19.99,185.57,6136.51,
,,57.77,14.59,178.41,4244.86,
,,51.22,19.52,206.62,5182.02,
,,45.2,16.95,187.7,5092.11,
,,44.34,17.88,182.19,3207.55,
,,38.3,18.13,212.42,5207.32,
,,47.02,17.68,215.24,5115.53,
,,59.45,21.09,179.38,3617.86,
,,58.2,18.83,205.46,3976.65,
,,39.85,14.13,204.86,6271.99,
,,52.87,21.2,173.88,4202.05,
,,49.26,17.65,196.86,4688.62,
,,37.66,18.49,212.82,6109.97,
,,48.59,13.15,186.12,6079.95,
,,46.49,19.61,204.34,5787.76,
,,40.51,13.2,224.42,3518.56,
,,55.4,20.21,202.39,3999.8,
,,56.86,14.64,194.74,2848.27,
,,54.05,15.99,179.19,5891.06,
,,35.77,14.43,175.59,4166.12,
,,45.87,19.95,215.53,3064.44,
,,59.43,14.98,174.74,4887.26,
,,43.19,19.84,216.85,4448.66,
,,49.23,16.91,217.8,6197.28,
,,40.2,20.48,192.39,3308.21,
,,49.26,14.75,207.68,3095.12,
,,40.44,20.52,223.84,4000.51,
,,47.23,15.79,216.24,4868,
,,49.61,19.67,210.85,5452.61,
,,42.11,18,221.78,2761.82,
,,38.79,13.98,192.97,5959.91,
,,36.17,19.34,172.22,4803.04,
,,33.93,17.43,182.94,3854.8,
,,34.78,20.92,188.51,3182.81,
,,44.08,18.51,212.45,4632.41,
,,46.18,19.89,178.73,2987.5,
,,38.34,15.98,217.15,3823.7,
,,51.83,18.78,213.13,3845.23,
,,45.91,15.33,197.33,2935.45,
,,47.96,20.87,190.47,3554.59,
,,53.35,18.59,209.84,5458.53,
,,37.83,17.68,216.05,4214.17,
,,53.05,17.74,210.59,5551.24,
,,40.36,15.76,214.66,4222.06,
,,36.39,15.57,226.74,5456.28,
,,34.67,15.7,214.97,5458.35,
,,46.97,13.83,225.2,4627.03,
,,52.24,16.29,175.09,2739.24,
,,32.17,17.58,182.37,6230.02,
,,47.59,20.74,218.18,3051.17,
,,51.21,18.61,177.09,3245.31,
,,54.61,18.73,206.89,3874.19,
,,47.46,18.74,185.34,3220.9,
,,49.26,18.29,229.15,4578.13,
,,55.29,17.46,185.7,6213.79,
,,56.19,18.33,207.41,2807.71,
,,53.8,20.08,220.66,5759.48,
,,33.38,18.01,202.76,3358.91,
,,51.38,17.71,224.95,3801.59,
,,42.13,14.89,227.91,5813.12,
,,43.85,20.79,181.24,3007.08,
,,58.63,19.95,207.32,3927.87,
,,50.34,15.06,195.7,4335.85,
,,47.15,17.75,223.14,3446.12,
,,51.5,13.11,211.28,2888.36,
,,43.96,14.2,183.29,5936.04,
,,42.41,17.45,178.22,3570.4,
,,56.64,20.95,201.49,5770.43,
,,52.77,20.19,197.54,3219.74,
,,35.84,17.59,200.37,3367.82,
,,38.15,18.76,180.8,3633.2,
,,47.48,15.99,214.57,5321.65,
,,38.28,17.76,206.82,4824.19,
,,33.75,19.53,208.65,3557.77,
,,40.1,14.31,188.98,4319.02,
,,54.42,13.94,205.73,6144.55,
,,38.72,19.87,180.24,6089.63,
,,59.11,18.02,173.35,6170.99,
,,59.2,21.43,218.92,3354.14,
,,53.15,15.77,217.33,2761.88,
,,57.69,17.76,197.82,6050.44,
,,41.91,15.35,175.46,5712.53,
,,55.61,13.94,224.9,4053.64,
,,46.7,15.04,211.77,5351.15,
,,40.04,17.21,213.7,5854.83,
,,33.11,16.13,226.37,3226.14,
,,48.11,17.67,173.32,4828.62,
,,48.72,15.55,188.29,3964.1,
,,34.95,16.98,192.28,4530.81,
,,34.33,14.93,212.17,3414.99,
,,45.99,16.31,181.72,4592.56,
,,45.52,15.3,203.26,4725.29,
,,37.7,17.55,211.24,5801.12,
,,53.47,16.95,218.66,3790.2,
,,42.2,17.1,204.34,5238.01,
,,57.53,20.08,191.76,5455.45,
,,52.39,18.33,220.15,2794.81,
,,46.91,16.85,191.43,3497.01,
,,49.24,19.46,189.59,3321.07,
,,34.54,16.73,184.11,4392.75,
,,53.71,13.41,215.81,5105.46,
,,58.98,21.35,206.97,3013,
,,50.08,18.59,223.26,3288.79,
,,44.55,20.91,183.49,5376.53,
,,35.34,16.77,214.31,4112.9,
,,36.12,18.24,227.81,3517.53,
,,49.33,19.71,208.05,3947.81,
,,52.78,16.85,176.07,2982.41,
,,43.2,15.41,186.72,3729.66,
,,53.29,14.54,180.6,5746.1,
,,33.63,16.82,212.39,5568.73,
,,43.94,20.52,191.4,3282.57,
,,39.48,16.38,212.09,4395.95,
,,46.17,15.31,179.62,5379.18,
,,43.56,17.42,179.74,4081.6,
,,34.79,19.49,209.49,6005.03,
,,56.32,18.81,201.75,3701.65,
,,42.84,14.55,177.89,5567.16,
,,52.03,13.14,186.31,4494.3,
,,47.54,21.27,211.87,4275.89,
,,52.74,20.6,191.73,5211.2,
,,55.01,16.36,218.25,4035.34,
,,53.72,21.14,228.65,6226.47,
,,46.51,13.46,211.65,3342.11,
,,56.11,13.56,193.32,3426.86,
,,49.41,17.43,186.54,5485.58,
,,42.28,21.49,217.07,5533.34,
,,33.77,19.63,189.42,5738.31,
,,45.83,21.45,211.78,5110.92,
,,57.01,21.44,205.82,5931.37,
,,53.4,13.72,218.7,5927.35,
,,39.55,15.31,192.09,5429.22,
,,41.11,14.4,219.77,4002.34,
,,39.96,20.28,189.91,3572.37,
,,55.62,13.48,228.46,5867,
,,37.34,19.78,199.8,3398.62,
,,44.34,20.02,187.59,6275.75,
,,46.92,17.26,174.43,5304.92,
,,40.54,17.94,229.91,5247.23,
,,57.73,13.9,199.95,6190.94,
,,41.82,20.21,203.99,2732.92,
,,49.81,20.68,195.84,3296.39,
,,46.5,14.87,230.44,3038.76,
,,55.78,19.94,191.13,2812.91,
,,32.2,18.38,205.34,5718.39,
,,54.61,14.41,205.59,5991.17,
,,39.75,14.64,194.3,2730.4,
,,46.16,20.2,215.74,4066.83,
,,55.03,20.14,178.71,3664.4,
,,36.18,18.79,183.43,3324.78,
,,53.5,16.57,193.61,5288.94,
,,56.01,15.13,208.11,3083.7,
,,53.9,15.77,199.21,5830.23,
,,41.87,19.82,176.32,5789.85,
,,51.91,13.71,217.61,5463.36,
,,58.76,18.12,204.64,3692.43,
,,40.63,17.82,201.48,4136.67,
,,59.3,18.7,194.25,3513.77,
,,40.42,16.31,181.77,4143.63,
,,53.87,20.88,195.99,3946.94,
